City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,doctor juan leon mallorquin,-25.4,-55.2667,28.85,57,43,2.37,PY,1702313987
278,tazovsky,67.4667,78.7,-26.0,96,100,3.81,RU,1702313989
279,tete,-16.1564,33.5867,38.05,33,75,3.6,MZ,1702313990
280,dali,25.7,100.1833,7.25,79,0,1.55,CN,1702313992
281,antalaha,-14.9003,50.2788,25.37,87,90,3.6,MG,1702313994
282,hilo,19.7297,-155.09,22.36,99,100,2.68,US,1702313996
283,haiku-pauwela,20.9219,-156.3051,24.47,93,100,0.0,US,1702313998
284,selfoss,63.9331,-20.9971,-1.09,96,75,1.74,IS,1702313999
285,novodnistrovsk,48.5849,27.4311,-1.28,96,90,2.09,UA,1702314002
286,khandyga,62.6667,135.6,-33.48,98,100,0.64,RU,1702314005
287,ashgabat,37.95,58.3833,3.92,60,100,3.09,TM,1702314009
288,lashio,22.9333,97.75,15.37,86,29,0.84,MM,1702314012
289,celestun,20.8667,-90.4,23.12,65,100,9.33,MX,1702314014
290,remire-montjoly,4.9167,-52.2667,32.02,58,75,6.17,GF,1702314016
291,sakaiminato,35.55,133.2333,13.99,94,75,5.14,JP,1702314019
292,afaahiti,-17.75,-149.2833,24.93,80,78,11.12,PF,1702314021
293,natal,-5.795,-35.2094,31.36,65,40,8.23,BR,1702314024
294,lospalos,-8.5186,127.0025,23.37,93,100,1.32,TL,1702314028
295,teknaf,20.8624,92.3058,17.33,87,1,2.35,BD,1702314035
296,pacific grove,36.6177,-121.9166,13.94,62,0,3.13,US,1702314037
297,bandon,51.7469,-8.7425,11.77,96,100,6.78,IE,1702314041
298,urangan,-25.3,152.9,24.09,71,94,7.76,AU,1702314044
299,sassandra,4.95,-6.0833,28.71,70,33,2.64,CI,1702314048
300,puerto deseado,-47.7503,-65.8938,16.85,51,57,8.82,AR,1702314050
301,antonio enes,-16.2325,39.9086,29.36,67,29,4.46,MZ,1702314052
302,lethem,3.3803,-59.7968,37.01,32,37,5.21,GY,1702314054
303,banda aceh,5.5577,95.3222,27.75,77,70,2.11,ID,1702314057
304,yuzhno-kurilsk,44.0306,145.8556,0.76,76,100,3.63,RU,1702314059
305,kapoeta,4.7717,33.5903,32.92,26,49,4.59,SS,1702314061
306,harstad,68.799,16.5293,-1.03,86,99,1.92,NO,1702314063
307,seven pagodas,12.6264,80.1722,26.03,82,39,2.78,IN,1702314065
308,anuradhapura,8.3565,80.4173,23.17,99,69,1.7,LK,1702314067
309,sitka,57.0531,-135.33,2.32,99,100,1.89,US,1702314069
310,gadzhiyevo,69.2551,33.3362,-12.9,90,92,7.34,RU,1702314071
311,kashiwazaki,37.3667,138.55,11.74,93,100,2.74,JP,1702314073
312,chinchani,19.8667,72.7,24.0,69,57,3.23,IN,1702314075
313,ar rumaythah,31.5263,45.2025,22.77,27,87,3.42,IQ,1702314076
314,mangrol,21.1167,70.1167,23.15,39,61,4.19,IN,1702314078
315,la'ie,21.6477,-157.9253,24.66,87,33,1.34,US,1702314081
316,kolonia,50.9333,6.95,10.49,83,75,4.12,DE,1702313961
317,pingxiang,27.6167,113.85,5.88,92,100,1.83,CN,1702314086
318,st. john's,47.5649,-52.7093,10.64,95,100,9.77,CA,1702313880
319,pagar alam,-4.0167,103.2667,20.16,98,70,1.73,ID,1702314093
320,oskarshamn,57.2645,16.4484,1.1,98,100,3.78,SE,1702314100
321,lively,46.4334,-81.1498,-5.49,73,35,2.96,CA,1702314104
322,praia da vitoria,38.7333,-27.0667,17.14,72,75,4.44,PT,1702314107
323,sarangani,5.4033,125.4636,27.47,77,17,2.49,PH,1702314110
324,sil-li,39.4947,125.4736,-0.55,89,100,4.99,KP,1702314114
325,opuwo,-18.0607,13.84,30.3,19,61,8.12,NA,1702314116
326,kushiro,42.975,144.3747,-1.69,57,100,2.16,JP,1702314119
327,kattivakkam,13.2167,80.3167,26.05,75,14,4.34,IN,1702314122
328,tabas,33.5959,56.9244,14.12,30,92,2.06,IR,1702314124
329,amungan,15.3652,119.9582,27.36,79,62,5.55,PH,1702314127
330,udachny,66.4167,112.4,-25.07,97,100,5.26,RU,1702314129
331,cidreira,-30.1811,-50.2056,23.15,72,15,5.54,BR,1702313949
332,tabou,4.423,-7.3528,28.39,71,39,2.59,CI,1702314132
333,maragogi,-9.0122,-35.2225,30.03,53,12,5.38,BR,1702314135
334,mana,5.6592,-53.7767,28.78,72,27,4.91,GF,1702314137
335,sungai penuh,-2.0833,101.3833,18.03,97,100,1.08,ID,1702314139
336,ghadamis,30.1337,9.5007,15.33,38,0,3.07,LY,1702314142
337,tobelo,1.7284,128.0095,26.55,85,10,2.22,ID,1702314144
338,kloulklubed,7.0419,134.2556,27.28,76,17,5.95,PW,1702314146
339,nguigmi,14.2495,13.1092,22.43,19,0,5.04,NE,1702314147
340,kansanshi,-12.0951,26.4273,18.85,93,100,2.05,ZM,1702314149
341,new plymouth,-39.0667,174.0833,13.23,77,98,11.67,NZ,1702314151
342,keflavik,64.0049,-22.5624,2.24,75,75,4.63,IS,1702314153
343,mutuali,-14.8706,37.0044,27.6,55,88,2.88,MZ,1702314155
344,miri,4.4148,114.0089,26.08,94,40,1.03,MY,1702314157
345,nouadhibou,20.931,-17.0347,27.99,16,35,0.0,MR,1702314159
346,puerto lleras,3.0223,-73.4044,29.72,65,65,2.33,CO,1702314162
347,hassi messaoud,31.6804,6.0729,21.92,23,0,5.14,DZ,1702314164
348,shima,24.4478,117.8111,21.01,85,0,0.71,CN,1702314165
349,kangding,30.0513,101.9603,3.5,68,33,0.85,CN,1702314167
350,selkirk,50.1436,-96.8845,-4.39,91,100,2.68,CA,1702314102
351,mata-utu,-13.2816,-176.1745,27.52,79,100,5.3,WF,1702314171
352,saint-jean-sur-richelieu,45.3168,-73.2659,1.55,99,100,2.24,CA,1702313933
353,uturoa,-16.7333,-151.4333,26.97,76,57,9.49,PF,1702314183
354,chiredzi,-21.05,31.6667,22.09,89,99,1.07,ZW,1702314151
355,tazacorte,28.629,-17.9293,25.64,43,3,6.69,ES,1702314188
356,tromso,69.6496,18.957,-2.99,86,100,5.14,NO,1702314191
357,aitape,-3.1374,142.3475,27.82,83,100,9.62,PG,1702314123
358,ta`u,-14.2336,-169.5144,26.92,86,98,8.89,AS,1702314140
359,cova figueira,14.8905,-24.2934,24.57,51,12,6.09,CV,1702314197
360,bozeman,45.6796,-111.0386,2.18,88,100,1.54,US,1702313940
361,santa maria del oro,25.9333,-105.3667,15.58,28,0,1.91,MX,1702314200
362,aban,56.67,96.06,-33.39,100,27,0.17,RU,1702314202
363,dongkan,33.9997,119.8308,3.05,74,100,6.44,CN,1702314204
364,mar del plata,-38.0023,-57.5575,29.35,74,40,12.07,AR,1702314155
365,mazamari,-11.3258,-74.5308,33.3,45,52,1.73,PE,1702314209
366,port douglas,-16.4833,145.4667,26.51,74,97,2.0,AU,1702314214
367,tara,56.8944,74.371,-28.75,93,6,2.87,RU,1702314219
368,chonchi,-42.6128,-73.8092,14.56,96,100,1.41,CL,1702314221
369,udayagiri,20.1333,84.3833,14.36,70,0,1.0,IN,1702314225
370,dryden,49.7833,-92.7503,-6.84,93,100,5.66,CA,1702314170
371,fortuna,40.5982,-124.1573,11.19,98,0,0.0,US,1702314230
372,mirny,62.5353,113.9611,-28.82,96,100,2.85,RU,1702314233
373,la mira,18.035,-102.3266,28.68,52,100,3.14,MX,1702314236
374,antofagasta,-23.65,-70.4,20.6,66,71,4.46,CL,1702314238
375,liwale,-9.7667,37.9333,22.67,95,100,1.6,TZ,1702314241
376,kerikeri,-35.2268,173.9474,12.73,87,33,4.72,NZ,1702314244
377,zheshart,62.0731,49.5733,-15.52,85,100,5.31,RU,1702314246
378,arraial do cabo,-22.9661,-42.0278,23.98,88,75,5.66,BR,1702314249
379,rimouski,48.4488,-68.524,1.1,99,100,5.92,CA,1702313735
380,es castell,39.8795,4.2854,16.38,77,0,2.57,ES,1702314252
381,west valley,46.5921,-120.6051,3.22,93,100,3.09,US,1702314256
382,molde,62.7375,7.1591,-4.56,86,0,4.12,NO,1702314258
383,salalah,17.0151,54.0924,24.05,57,0,2.57,OM,1702314261
384,storvreta,59.9667,17.7,-0.97,100,100,5.14,SE,1702314264
385,sittwe,20.15,92.9,21.33,78,0,3.04,MM,1702314269
386,las palmas de gran canaria,28.0997,-15.4134,24.32,44,0,3.09,ES,1702314271
387,bardai,11.65,7.2333,23.82,18,7,4.84,NG,1702314275
388,valence,39.4697,-0.3774,22.62,48,0,4.63,ES,1702314277
389,svirsk,53.0858,103.3325,-35.45,100,30,0.73,RU,1702314280
390,al qitena,14.8648,32.3668,28.93,9,100,4.12,SD,1702314281
391,callao,-12.0667,-77.15,23.16,68,0,2.57,PE,1702314167
392,dabakala,8.3667,-4.4333,33.67,19,27,2.0,CI,1702314286
393,bryne,58.7354,5.6477,3.88,69,0,2.57,NO,1702314288
394,malango,-2.9627,119.9001,20.3,97,100,1.11,ID,1702314289
395,marsh harbour,26.5412,-77.0636,24.13,77,83,7.19,BS,1702314293
396,hadejia,12.4498,10.0444,23.41,19,5,4.24,NG,1702314295
397,pemba,-12.974,40.5178,29.39,79,75,4.47,MZ,1702314298
398,cartagena,10.3997,-75.5144,31.79,70,20,4.63,CO,1702313897
399,villaquilambre,42.6469,-5.5584,12.16,87,75,1.54,ES,1702314302
400,strezhevoy,60.7333,77.5889,-28.91,90,47,1.79,RU,1702314304
401,gorey,52.6747,-6.2925,10.82,98,82,4.0,IE,1702314307
402,farrokh shahr,32.2717,50.9801,3.59,35,0,1.03,IR,1702314314
403,iquique,-20.2208,-70.1431,22.02,80,76,4.38,CL,1702314149
404,taupo,-38.6833,176.0833,10.26,74,74,5.28,NZ,1702314292
405,galveston,29.3669,-94.9669,16.14,46,0,1.34,US,1702314041
406,lijiang,26.8688,100.2207,2.88,70,0,1.38,CN,1702314276
407,ljusdal,61.8288,16.0913,-6.43,97,100,1.84,SE,1702314329
408,las toscas,-28.3529,-59.258,31.55,34,0,3.78,AR,1702314331
409,portland,45.5234,-122.6762,10.4,96,100,2.68,US,1702313882
410,barcelos,41.5388,-8.6151,17.08,88,100,3.61,PT,1702314340
411,northwood,40.4728,-83.7324,0.9,74,100,4.63,US,1702314342
412,kimbe,-5.5502,150.1429,24.12,97,100,0.85,PG,1702314119
413,ubari,26.5921,12.7805,15.04,32,0,4.02,LY,1702314347
414,acarau,-2.8856,-40.12,31.47,54,71,8.78,BR,1702314349
415,amga,60.8953,131.9608,-28.67,94,100,2.75,RU,1702314351
416,phan rang-thap cham,11.5667,108.9833,21.81,87,33,1.75,VN,1702314254
417,marsta,59.6216,17.8548,0.21,93,100,5.66,SE,1702314358
418,laguna,38.421,-121.4238,11.19,90,0,0.0,US,1702314361
419,kapa'a,22.0752,-159.319,24.18,91,100,3.09,US,1702314363
420,sola,-13.8833,167.55,25.82,65,100,7.81,VU,1702314110
421,la jolla,32.8473,-117.2742,21.35,32,75,1.54,US,1702314366
422,haysville,37.5645,-97.3523,8.49,50,0,2.06,US,1702314217
423,guigang,23.0964,109.6092,23.61,82,99,1.32,CN,1702314371
424,toliara,-23.35,43.6667,27.08,70,91,4.81,MG,1702314376
425,chibuto,-24.6867,33.5306,23.57,92,89,3.56,MZ,1702314377
426,le port,-20.9373,55.2919,26.0,100,18,6.53,RE,1702314295
427,kittila,67.6647,24.8936,-12.92,85,100,1.54,FI,1702314111
428,letlhakeng,-24.0944,25.0298,29.81,23,86,5.12,BW,1702314384
429,lautoka,-17.6167,177.4667,19.92,83,20,2.06,FJ,1702314386
430,sechura,-5.5569,-80.8222,27.07,57,29,4.54,PE,1702314388
431,severnoye,56.3491,78.3619,-28.34,93,11,4.92,RU,1702314390
432,richmond,37.5538,-77.4603,8.28,72,20,7.2,US,1702313824
433,inirida,3.8653,-67.9239,31.74,61,78,0.61,CO,1702314395
434,massenya,11.4039,16.1705,25.88,17,54,3.5,TD,1702314397
435,lionel town,17.8101,-77.2406,29.94,65,67,5.61,JM,1702314400
436,horta,38.5333,-28.6333,16.8,72,40,5.14,PT,1702314403
437,jatibonico,21.9419,-79.17,30.59,52,78,3.4,CU,1702314404
438,nabire,-3.3667,135.4833,24.68,94,99,1.07,ID,1702314406
439,saint-francois,46.4154,3.9054,13.69,100,100,3.6,FR,1702314407
440,vorkuta,67.5,64.0,-21.82,95,100,4.15,RU,1702314409
441,honcho,35.6931,139.9833,12.4,76,100,0.32,JP,1702314411
442,tangalle,6.024,80.7911,24.39,91,67,0.91,LK,1702314412
443,van,38.4924,43.3831,3.64,87,75,1.03,TR,1702314414
444,yemetsk,63.4721,41.7941,-12.28,93,100,4.17,RU,1702314418
445,guangming,45.3333,122.7833,-18.07,74,84,0.55,CN,1702314420
446,fort mcmurray,56.7268,-111.381,-9.79,58,2,3.14,CA,1702314428
447,koryazhma,61.3143,47.1691,-13.94,88,100,5.62,RU,1702314430
448,ujae,8.9322,165.7642,28.1,76,67,8.06,MH,1702314431
449,bougouni,11.417,-7.479,34.2,8,9,2.04,ML,1702314434
450,st austell,50.3383,-4.7658,12.47,93,75,5.14,GB,1702314436
451,vila franca do campo,37.7167,-25.4333,18.27,99,11,5.21,PT,1702314189
452,hithadhoo,-0.6,73.0833,28.28,75,44,2.73,MV,1702314440
453,wanxian,30.8039,108.3897,11.79,88,100,1.89,CN,1702314442
454,noumea,-22.2763,166.4572,18.99,75,99,4.31,NC,1702314445
455,jayapura,-2.5333,140.7,26.66,91,81,4.09,ID,1702314448
456,la ronge,55.1001,-105.2842,-11.3,74,100,9.21,CA,1702314450
457,caninde,-4.3589,-39.3117,34.18,34,80,3.6,BR,1702314452
458,aljezur,37.3191,-8.8033,17.1,86,100,3.68,PT,1702314453
459,port hedland,-20.3167,118.5667,23.03,68,0,3.6,AU,1702314455
460,raduzhnyy,62.0961,77.475,-31.66,96,99,2.49,RU,1702314456
461,camacupa,-12.0167,17.4833,18.27,92,100,0.6,AO,1702314279
462,naze,28.3667,129.4833,21.3,88,38,6.76,JP,1702314460
463,kourou,5.1552,-52.6478,32.03,64,25,4.12,GF,1702314462
464,lamu,-2.2717,40.902,27.12,86,68,4.58,KE,1702314465
465,skare,55.3833,13.05,3.43,98,100,5.08,SE,1702314466
466,dunedin,-45.8742,170.5036,10.45,68,79,4.02,NZ,1702314186
467,hammerfest,70.6634,23.6821,-1.75,93,75,2.57,NO,1702314222
468,dergachi,51.2328,48.7659,-11.22,48,95,8.2,RU,1702314472
469,ulanhot,46.0833,122.0833,-19.19,81,80,1.03,CN,1702314474
470,tateyama,34.9833,139.8667,13.39,100,75,0.0,JP,1702314475
471,takoradi,4.8845,-1.7554,28.94,69,6,4.54,GH,1702314478
472,pitimbu,-7.4706,-34.8086,31.33,59,11,5.34,BR,1702314479
473,zunyi,27.6867,106.9072,12.16,91,100,1.29,CN,1702314325
474,gharyan,32.1722,13.0203,11.45,54,2,3.02,LY,1702314486
475,queenstown,-31.8976,26.8753,20.34,60,96,2.74,ZA,1702314303
476,xiazhuang,34.9161,118.6389,-2.77,88,88,4.03,CN,1702314493
477,naha,26.2125,127.6811,24.15,88,75,4.12,JP,1702314497
478,hami,42.8,93.45,-1.07,47,100,1.95,CN,1702314500
479,palikir - national government center,6.9248,158.1611,27.84,77,27,8.55,FM,1702314501
480,mukalla,14.5425,49.1242,24.19,65,3,0.34,YE,1702314503
481,kashgar,39.4547,75.9797,0.4,43,99,1.27,CN,1702314507
482,quellon,-43.1167,-73.6167,11.57,94,100,0.4,CL,1702314510
483,aral,40.5156,81.2636,-0.3,42,100,1.33,CN,1702314511
484,cartagena del chaira,1.3349,-74.8429,32.89,49,26,2.12,CO,1702314513
485,onguday,50.75,86.15,-15.83,76,100,0.51,RU,1702314517
486,phalaborwa,-23.943,31.1411,21.1,92,78,0.83,ZA,1702314519
487,mao,39.8885,4.2658,16.31,77,0,2.57,ES,1702314523
488,peniscola,40.3359,0.3613,17.22,77,43,0.1,ES,1702314524
489,le morne-rouge,14.7667,-61.1333,24.76,77,20,7.0,MQ,1702314526
490,bikenibeu village,1.3673,173.1241,26.98,94,40,0.51,KI,1702314528
491,pisco,-13.7,-76.2167,23.34,73,0,4.12,PE,1702314529
492,heroica guaymas,27.9333,-110.9,21.6,23,20,4.63,MX,1702314532
493,delijan,33.9905,50.6838,11.49,30,100,0.83,IR,1702314533
494,ust'-kulom,61.6864,53.6902,-21.9,87,81,4.43,RU,1702314535
495,kargat,55.1956,80.2811,-28.08,91,6,5.93,RU,1702314536
496,okhotsk,59.3833,143.3,-11.05,94,100,9.12,RU,1702314538
497,qufu,35.5967,116.9911,-1.58,82,100,2.81,CN,1702314540
498,lompoc,34.6391,-120.4579,18.85,62,0,4.47,US,1702314542
499,katsuura,35.1333,140.3,13.01,90,100,1.79,JP,1702314543
500,molina,-35.1167,-71.2833,20.85,52,20,2.57,CL,1702314548
501,bokovskaya,49.229,41.8306,-3.97,69,100,10.53,RU,1702314550
502,jianguang,28.1938,115.7836,8.63,76,100,4.06,CN,1702314553
503,mumbwa,-14.9783,27.0619,20.85,79,91,1.23,ZM,1702314554
504,xuddur,4.1213,43.8894,28.03,50,99,5.92,SO,1702314556
505,wewak,-3.5534,143.6268,26.22,90,92,6.81,PG,1702314557
506,terenozek,45.05,64.9833,-15.43,45,0,7.63,KZ,1702314559
507,concepcion,-36.827,-73.0498,15.89,72,75,3.09,CL,1702314278
508,celendin,-6.8703,-78.1517,22.29,57,36,2.07,PE,1702314562
509,midvagur,62.0511,-7.1939,4.46,93,75,2.57,FO,1702314564
510,matiari,25.5961,68.4467,21.63,29,5,1.61,PK,1702314567
511,whakatane,-37.9585,176.9854,13.21,91,52,4.42,NZ,1702314569
512,nerchinsk,51.9833,116.5833,-36.31,100,14,0.4,RU,1702314571
513,thunder bay,48.4001,-89.3168,-3.91,69,68,3.22,CA,1702314573
514,nova xavantina,-14.6667,-52.35,37.08,33,90,2.76,BR,1702314576
515,aioun,16.6614,-9.6149,30.63,8,11,5.22,MR,1702314579
516,olenegorsk,68.15,33.3,-16.85,97,93,2.98,RU,1702314580
517,east ballina,-28.8667,153.5833,17.67,82,12,0.79,AU,1702314582
518,astrea,9.4983,-73.9759,33.18,53,70,1.0,CO,1702314583
519,kurumkan,54.3,110.3,-26.6,90,19,1.79,RU,1702314587
520,mejit,10.2753,170.8646,27.0,71,43,9.07,MH,1702314549
521,rio grande,-32.035,-52.0986,28.06,69,69,5.42,BR,1702314148
522,baie-comeau,49.2168,-68.1489,1.82,100,100,2.06,CA,1702314572
523,sant antoni de portmany,38.9807,1.3036,17.43,78,20,4.63,ES,1702314594
524,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,40,1.03,ID,1702314596
525,ghat,24.9647,10.1728,15.97,30,4,3.85,LY,1702314597
526,berezovyy,51.6667,135.7,-24.34,69,1,2.57,RU,1702314599
527,lupane,-18.9315,27.807,21.48,80,100,2.06,ZW,1702314601
528,devonport,-41.1667,146.35,16.4,87,99,2.19,AU,1702314603
529,temerluh,3.4506,102.4176,24.99,99,99,0.51,MY,1702314605
530,colonia,50.9333,6.95,10.49,84,75,2.57,DE,1702314353
531,rongelap,11.1635,166.8941,27.6,78,38,8.31,MH,1702314560
532,paso de los toros,-32.8167,-56.5167,26.36,53,40,6.91,UY,1702314612
533,kununurra,-15.7667,128.7333,28.99,70,100,0.0,AU,1702314615
534,bathurst,-33.4166,149.5806,19.9,86,0,1.8,AU,1702314617
535,kuching,1.55,110.3333,26.12,95,40,1.54,MY,1702314618
536,potsdam,52.3989,13.0657,8.94,95,100,1.79,DE,1702314621
537,aldama,22.9167,-98.0667,19.09,40,100,2.74,MX,1702314624
538,plesetsk,62.708,40.2916,-12.07,93,100,3.86,RU,1702314628
539,bodo,67.28,14.405,-3.98,69,75,6.69,NO,1702314630
540,bannu,32.9854,70.6027,14.05,25,0,0.69,PK,1702314631
541,sisimiut,66.9395,-53.6735,0.03,76,100,15.68,GL,1702314633
542,tsiombe,-25.3,45.4833,25.91,79,91,2.25,MG,1702314457
543,kailua-kona,19.6406,-155.9956,25.33,83,40,2.57,US,1702314637
544,baiti,13.745,-14.7482,36.23,8,66,2.56,SN,1702314638
545,mount pearl,47.5166,-52.7813,10.18,94,100,3.58,CA,1702314640
546,nizhnyaya omka,55.4338,74.9426,-28.31,91,6,5.21,RU,1702314641
547,suva,-18.1416,178.4415,20.71,94,75,1.54,FJ,1702314379
548,port saint john's,-31.6229,29.5448,21.32,86,99,4.14,ZA,1702314643
549,newman,37.3138,-121.0208,8.47,74,13,1.91,US,1702314645
550,beitbridge,-22.2167,30.0,24.28,83,98,6.97,ZW,1702314646
551,smithers,54.7804,-127.1743,-6.03,97,100,0.61,CA,1702314648
552,arenapolis,-14.4503,-56.8461,31.63,51,99,3.61,BR,1702314649
553,minas de marcona,-15.2119,-75.1103,22.12,57,96,5.77,PE,1702314653
554,byelaazyorsk,52.4731,25.1784,0.82,99,100,5.94,BY,1702314654
555,crystal city,28.6775,-99.8281,13.06,35,0,3.09,US,1702314655
556,carutapera,-1.195,-46.02,31.22,58,97,5.29,BR,1702314554
557,lerwick,60.1545,-1.1494,5.0,78,100,4.35,GB,1702314658
